
#################################################################
Log started at 2025-06-12_15-13-08 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: d78e, Got: 85a0
Checksum failed. Expected: bd71, Got: 1126
Checksum failed. Expected: d1be, Got: 13b6
Checksum failed. Expected: 7110, Got: 1645
Checksum failed. Expected: b036, Got: 18d4
Checksum failed. Expected: 85e5, Got: 1b64
Checksum failed. Expected: d184, Got: 1df3
Checksum failed. Expected: cff6, Got: 2083
Checksum failed. Expected: ba6a, Got: 2312
Checksum failed. Expected: ec01, Got: 25a1
Checksum failed. Expected: aedf, Got: 2831
Checksum failed. Expected: 91fb, Got: 2ac0
Checksum failed. Expected: e735, Got: 2d4f
Checksum failed. Expected: 31d4, Got: 2fdf
Checksum failed. Expected: f7c8, Got: 326e
Checksum failed. Expected: b563, Got: 34fd
Checksum failed. Expected: 25bb, Got: 378d
Checksum failed. Expected: 9912, Got: 3a1c
Checksum failed. Expected: f46c, Got: 3cac
Checksum failed. Expected: 5a40, Got: 3f3b
Checksum failed. Expected: b8bb, Got: 41ca
Checksum failed. Expected: 3ad9, Got: 445a
Checksum failed. Expected: da14, Got: 46e9
Checksum failed. Expected: 906e, Got: 4978
Checksum failed. Expected: a4bb, Got: 4c08
Checksum failed. Expected: 3446, Got: 4e97
Checksum failed. Expected: eaa0, Got: 5126
Checksum failed. Expected: 42d9, Got: 53b6
Checksum failed. Expected: b326, Got: 5645
Checksum failed. Expected: faa4, Got: 58d4
Checksum failed. Expected: 4cb2, Got: 5b64
Checksum failed. Expected: 1bf2, Got: 5df3
Checksum failed. Expected: a673, Got: 6083
Checksum failed. Expected: 3d4b, Got: 6312
Checksum failed. Expected: 6895, Got: 65a1
Checksum failed. Expected: 63e6, Got: 6831
Checksum failed. Expected: fbc9, Got: 6ac0
Checksum failed. Expected: 37e5, Got: 6d4f
Checksum failed. Expected: b194, Got: 6fdf
Checksum failed. Expected: 0be4, Got: 726e
Checksum failed. Expected: 061e, Got: 74fd
Checksum failed. Expected: 7355, Got: 778d
Checksum failed. Expected: dc33, Got: 7a1c
Checksum failed. Expected: 52b6, Got: 7cac
Checksum failed. Expected: 7393, Got: 7f3b
Checksum failed. Expected: c053, Got: 81ca
Checksum failed. Expected: 9a39, Got: 845a
Checksum failed. Expected: 6c9a, Got: 86e9
Checksum failed. Expected: 39f1, Got: 8978
Checksum failed. Expected: 3d8e, Got: 8c08
Checksum failed. Expected: afcf, Got: 8e97
Checksum failed. Expected: e49e, Got: 9126
Checksum failed. Expected: 6efd, Got: 93b6
Checksum failed. Expected: ffaa, Got: 9645
Checksum failed. Expected: fcfa, Got: 98d4
Checksum failed. Expected: 61d9, Got: 9b64
Checksum failed. Expected: c25f, Got: 9df3
Checksum failed. Expected: b12c, Got: a083
Checksum failed. Expected: ee26, Got: a312
Checksum failed. Expected: 6bf6, Got: a5a1
Checksum failed. Expected: 13b6, Got: a831
Checksum failed. Expected: 9f15, Got: aac0
Checksum failed. Expected: 9103, Got: ad4f
Checksum failed. Expected: 50a9, Got: afdf
Checksum failed. Expected: c738, Got: b26e
Checksum failed. Expected: f282, Got: b4fd
Checksum failed. Expected: b355, Got: b78d
Checksum failed. Expected: 28b7, Got: ba1c
Checksum failed. Expected: 0dff, Got: bcac
Checksum failed. Expected: 2684, Got: bf3b
Checksum failed. Expected: 1e9d, Got: c1ca
Checksum failed. Expected: 2893, Got: c45a
Checksum failed. Expected: e2ec, Got: c6e9
Checksum failed. Expected: 0a2c, Got: c978
Checksum failed. Expected: 7641, Got: cc08
Checksum failed. Expected: 6d39, Got: ce97
Checksum failed. Expected: b5d9, Got: d126
Checksum failed. Expected: a279, Got: d3b6
Checksum failed. Expected: 5491, Got: d645
Checksum failed. Expected: c0a6, Got: d8d4
Checksum failed. Expected: df83, Got: db64
Checksum failed. Expected: 65a0, Got: ddf3
Checksum failed. Expected: 7b1a, Got: e083
Checksum failed. Expected: 4844, Got: e312
Checksum failed. Expected: 3910, Got: e5a1
Checksum failed. Expected: 958c, Got: e831
Checksum failed. Expected: 2e7a, Got: eac0
Checksum failed. Expected: 7725, Got: ed4f
Checksum failed. Expected: 1455, Got: efdf
Checksum failed. Expected: 44d7, Got: f26e
Checksum failed. Expected: 3177, Got: f4fd
Checksum failed. Expected: d0d4, Got: f78d
Checksum failed. Expected: 209f, Got: fa1c
Checksum failed. Expected: 18b8, Got: fcac
Checksum failed. Expected: 88fa, Got: ff3b
Checksum failed. Expected: 7ac7, Got: 01ca
Checksum failed. Expected: d520, Got: 045a
Checksum failed. Expected: 8400, Got: 06e9
Checksum failed. Expected: dd5b, Got: 0978
Checksum failed. Expected: 26ef, Got: 0c08
Checksum failed. Expected: ac0c, Got: 0e97
Checksum failed. Expected: 4e8a, Got: 1126
Checksum failed. Expected: 91dc, Got: 13b6
Checksum failed. Expected: ec37, Got: 1645
Checksum failed. Expected: 2a52, Got: 18d4
Checksum failed. Expected: dc80, Got: 1b64
Checksum failed. Expected: aee1, Got: 1df3
Checksum failed. Expected: b5b6, Got: 2083
Checksum failed. Expected: 1105, Got: 2312
Checksum failed. Expected: e487, Got: 25a1
Checksum failed. Expected: 82d9, Got: 2831
Checksum failed. Expected: 6816, Got: 2ac0
Checksum failed. Expected: 5f3b, Got: 2d4f
Checksum failed. Expected: 2744, Got: 2fdf
Checksum failed. Expected: 793c, Got: 326e
Checksum failed. Expected: 66dc, Got: 34fd
Checksum failed. Expected: 15e9, Got: 378d
Checksum failed. Expected: 20bd, Got: 3a1c
Checksum failed. Expected: a4da, Got: 3cac
Checksum failed. Expected: 2a0e, Got: 3f3b
Checksum failed. Expected: 3a2f, Got: 41ca
Checksum failed. Expected: 26db, Got: 445a
Checksum failed. Expected: 2f99, Got: 46e9
Checksum failed. Expected: dc90, Got: 4978
Checksum failed. Expected: f2f3, Got: 4c08
Checksum failed. Expected: b8d0, Got: 4e97
Checksum failed. Expected: fb39, Got: 5126
Checksum failed. Expected: 29a4, Got: 53b6
Checksum failed. Expected: 0ac1, Got: 5645
Checksum failed. Expected: 6a52, Got: 58d4
Checksum failed. Expected: 6e06, Got: 5b64
Checksum failed. Expected: fd86, Got: 5df3
Checksum failed. Expected: 4526, Got: 6083
Checksum failed. Expected: 6e44, Got: 6312
Checksum failed. Expected: c35c, Got: 65a1
Checksum failed. Expected: 6e3d, Got: 6831
Checksum failed. Expected: 89c1, Got: 6ac0
Checksum failed. Expected: 5939, Got: 6d4f
Checksum failed. Expected: 03f8, Got: 6fdf
Checksum failed. Expected: d24f, Got: 726e
Checksum failed. Expected: 1175, Got: 74fd
Checksum failed. Expected: 648e, Got: 778d
Checksum failed. Expected: 6d4c, Got: 7a1c
Checksum failed. Expected: 2cf2, Got: 7cac
Checksum failed. Expected: 5d7f, Got: 7f3b
Checksum failed. Expected: 0528, Got: 81ca
Checksum failed. Expected: e22f, Got: 845a
Checksum failed. Expected: 2460, Got: 86e9
Checksum failed. Expected: e107, Got: 8978
Checksum failed. Expected: b168, Got: 8c08
Checksum failed. Expected: 2088, Got: 8e97
Checksum failed. Expected: 61db, Got: 9126
Checksum failed. Expected: 6041, Got: 93b6
Checksum failed. Expected: 3b1c, Got: 9645
Checksum failed. Expected: 6771, Got: 98d4
Checksum failed. Expected: e242, Got: 9b64
Checksum failed. Expected: 6ea1, Got: 9df3
Checksum failed. Expected: dbd8, Got: a083
Checksum failed. Expected: f767, Got: a312
Checksum failed. Expected: a97e, Got: a5a1
Checksum failed. Expected: 4d12, Got: a831
Checksum failed. Expected: c7ab, Got: aac0
Checksum failed. Expected: 9723, Got: ad4f
Checksum failed. Expected: 82ad, Got: afdf
Checksum failed. Expected: fd68, Got: b26e
Checksum failed. Expected: 6fbf, Got: b4fd
Checksum failed. Expected: c3e3, Got: b78d
Checksum failed. Expected: fa9b, Got: ba1c
Checksum failed. Expected: 1856, Got: bcac
Checksum failed. Expected: 04ec, Got: bf3b
Checksum failed. Expected: 0673, Got: c1ca
Checksum failed. Expected: b475, Got: c45a
Checksum failed. Expected: d004, Got: c6e9
Checksum failed. Expected: ce76, Got: c978
Checksum failed. Expected: 0544, Got: cc08
Checksum failed. Expected: 0df7, Got: ce97
Checksum failed. Expected: fcc4, Got: d126
Checksum failed. Expected: 4879, Got: d3b6
Checksum failed. Expected: 546f, Got: d645
Checksum failed. Expected: 0dd3, Got: d8d4
Checksum failed. Expected: 2884, Got: db64
Checksum failed. Expected: cad5, Got: ddf3
Checksum failed. Expected: edde, Got: e083
Checksum failed. Expected: 6882, Got: e312
Checksum failed. Expected: d5a2, Got: e5a1
Checksum failed. Expected: 7936, Got: e831
Checksum failed. Expected: cd2d, Got: eac0
Checksum failed. Expected: 8e00, Got: ed4f
Checksum failed. Expected: 4da6, Got: efdf
Checksum failed. Expected: ffbe, Got: f26e
Checksum failed. Expected: 8707, Got: f4fd
Checksum failed. Expected: e278, Got: f78d
Checksum failed. Expected: 2f22, Got: fa1c
Checksum failed. Expected: dd0d, Got: fcac
Checksum failed. Expected: 9567, Got: ff3b
Checksum failed. Expected: 6d16, Got: 01ca
Checksum failed. Expected: 78ff, Got: 045a
Checksum failed. Expected: eb4b, Got: 06e9
Checksum failed. Expected: b36b, Got: 0978
Checksum failed. Expected: 3dca, Got: 0c08
Checksum failed. Expected: d181, Got: 0e97
Checksum failed. Expected: 043a, Got: 1126
Checksum failed. Expected: 8d8e, Got: 13b6
Checksum failed. Expected: 0849, Got: 1645
Checksum failed. Expected: e644, Got: 18d4
Checksum failed. Expected: 3852, Got: 1b64
Checksum failed. Expected: 4d94, Got: 1df3
Checksum failed. Expected: 0825, Got: 2083
Checksum failed. Expected: c068, Got: 2312
Checksum failed. Expected: 92df, Got: 25a1
Checksum failed. Expected: 4c65, Got: 2831
Checksum failed. Expected: 0f21, Got: 2ac0
Checksum failed. Expected: 528a, Got: 2d4f
Checksum failed. Expected: e54c, Got: 2fdf
Checksum failed. Expected: 75ee, Got: 326e
Checksum failed. Expected: ef9d, Got: 34fd
Checksum failed. Expected: 3c74, Got: 378d
Checksum failed. Expected: d778, Got: 3a1c
Checksum failed. Expected: 8ec6, Got: 3cac
Checksum failed. Expected: ab77, Got: 3f3b
Checksum failed. Expected: a6b1, Got: 41ca
Checksum failed. Expected: 9fec, Got: 445a
Checksum failed. Expected: 4aa0, Got: 46e9
Checksum failed. Expected: 1b23, Got: 4978
Checksum failed. Expected: 8a59, Got: 4c08
Checksum failed. Expected: 651d, Got: 4e97
Checksum failed. Expected: 36a0, Got: 5126
Checksum failed. Expected: 6837, Got: 53b6
Checksum failed. Expected: e71e, Got: 5645
Checksum failed. Expected: 4278, Got: 58d4
Checksum failed. Expected: 335b, Got: 5b64
Checksum failed. Expected: eebf, Got: 5df3
Checksum failed. Expected: 539e, Got: 6083
Checksum failed. Expected: 0068, Got: 6312
Checksum failed. Expected: ae53, Got: 65a1
Checksum failed. Expected: c5d8, Got: 6831
Checksum failed. Expected: c428, Got: 6ac0
Checksum failed. Expected: 3ff9, Got: 6d4f
Checksum failed. Expected: df4a, Got: 6fdf
Checksum failed. Expected: 0ec1, Got: 726e
Checksum failed. Expected: daf6, Got: 74fd
Checksum failed. Expected: 6aae, Got: 778d
Checksum failed. Expected: 7bc4, Got: 7a1c
Checksum failed. Expected: 0b65, Got: 7cac
Checksum failed. Expected: 93af, Got: 7f3b
Checksum failed. Expected: 14ab, Got: 81ca
Checksum failed. Expected: 280f, Got: 845a
Checksum failed. Expected: 9624, Got: 86e9
Checksum failed. Expected: 5b23, Got: 8978
Checksum failed. Expected: 0803, Got: 8c08
Checksum failed. Expected: 3016, Got: 8e97
Checksum failed. Expected: f72b, Got: 9126
Checksum failed. Expected: b3b0, Got: 93b6
Checksum failed. Expected: 6e2b, Got: 9645
Checksum failed. Expected: 7e4c, Got: 98d4
Checksum failed. Expected: 1eb4, Got: 9b64
Checksum failed. Expected: cb7e, Got: 9df3
Checksum failed. Expected: 2e47, Got: a083
Checksum failed. Expected: 02be, Got: a312
Checksum failed. Expected: 57d6, Got: a5a1
Checksum failed. Expected: 3809, Got: a831
Checksum failed. Expected: ed2b, Got: aac0
Checksum failed. Expected: f50b, Got: ad4f
Checksum failed. Expected: aa43, Got: afdf
Checksum failed. Expected: 9e31, Got: b26e
Checksum failed. Expected: 8163, Got: b4fd
Checksum failed. Expected: d266, Got: b78d
Checksum failed. Expected: 7b04, Got: ba1c
Checksum failed. Expected: 6799, Got: bcac
Checksum failed. Expected: b991, Got: bf3b
Checksum failed. Expected: 1601, Got: c1ca
Checksum failed. Expected: 61c2, Got: c45a
Checksum failed. Expected: 643e, Got: c6e9
Checksum failed. Expected: 7260, Got: c978
Checksum failed. Expected: 5dea, Got: cc08
Checksum failed. Expected: 3377, Got: ce97
Checksum failed. Expected: a6f0, Got: d126
Checksum failed. Expected: 9add, Got: d3b6
Checksum failed. Expected: 60d1, Got: d645
Checksum failed. Expected: 784a, Got: d8d4
Checksum failed. Expected: 7f1f, Got: db64
Checksum failed. Expected: d958, Got: ddf3
Checksum failed. Expected: 864f, Got: e083
Checksum failed. Expected: 18f0, Got: e312
Checksum failed. Expected: 8b52, Got: e5a1
Checksum failed. Expected: a70e, Got: e831
Checksum failed. Expected: 3aba, Got: eac0
Checksum failed. Expected: 47d1, Got: ed4f
Checksum failed. Expected: 22ab, Got: efdf
Checksum failed. Expected: 63e8, Got: f26e
Checksum failed. Expected: 29db, Got: f4fd
Checksum failed. Expected: 0c24, Got: f78d
Checksum failed. Expected: c893, Got: fa1c
Checksum failed. Expected: 5c60, Got: fcac
Checksum failed. Expected: 0941, Got: ff3b
Checksum failed. Expected: 057c, Got: 01ca
Checksum failed. Expected: b150, Got: 045a
Checksum failed. Expected: 8c14, Got: 06e9
Checksum failed. Expected: 3f4d, Got: 0978
Checksum failed. Expected: 88e1, Got: 0c08
Checksum failed. Expected: 9b0d, Got: 0e97
Checksum failed. Expected: 14c8, Got: 1126
Checksum failed. Expected: 8835, Got: 13b6
Checksum failed. Expected: f877, Got: 1645
Checksum failed. Expected: 26e2, Got: 18d4
Checksum failed. Expected: 3e72, Got: 1b64
Checksum failed. Expected: 6790, Got: 1df3
Checksum failed. Expected: 05e2, Got: 2083
Checksum failed. Expected: 4713, Got: 2312
Checksum failed. Expected: 1132, Got: 25a1
Checksum failed. Expected: cdce, Got: 2831
Checksum failed. Expected: 09bd, Got: 2ac0
Checksum failed. Expected: bd01, Got: 2d4f
Checksum failed. Expected: 918e, Got: 2fdf
Checksum failed. Expected: beef, Got: 326e
Checksum failed. Expected: b4f2, Got: 34fd
Checksum failed. Expected: 61e9, Got: 378d
Checksum failed. Expected: 7520, Got: 3a1c
Checksum failed. Expected: 563c, Got: 3cac
Checksum failed. Expected: 807c, Got: 3f3b
Checksum failed. Expected: 7bb6, Got: 41ca
Checksum failed. Expected: da53, Got: 445a
Checksum failed. Expected: 7878, Got: 46e9
Checksum failed. Expected: bbe1, Got: 4978
Checksum failed. Expected: ba47, Got: 4c08
Checksum failed. Expected: c1ef, Got: 4e97
Checksum failed. Expected: b2d2, Got: 5126
Checksum failed. Expected: eed7, Got: 53b6
Checksum failed. Expected: 1a2d, Got: 5645
Checksum failed. Expected: c923, Got: 58d4
Checksum failed. Expected: 4d57, Got: 5b64
Checksum failed. Expected: 2b3c, Got: 5df3
Checksum failed. Expected: 2582, Got: 6083
Checksum failed. Expected: b939, Got: 6312
Checksum failed. Expected: 091a, Got: 65a1
Checksum failed. Expected: b71c, Got: 6831
Checksum failed. Expected: 1581, Got: 6ac0
Checksum failed. Expected: 773f, Got: 6d4f
Checksum failed. Expected: 585b, Got: 6fdf
Checksum failed. Expected: ef4a, Got: 726e
Checksum failed. Expected: 282e, Got: 74fd
Checksum failed. Expected: e8f6, Got: 778d
Checksum failed. Expected: 7fce, Got: 7a1c
Checksum failed. Expected: dc3e, Got: 7cac
Checksum failed. Expected: 25d3, Got: 7f3b
Checksum failed. Expected: 2c91, Got: 81ca
Checksum failed. Expected: 4b6e, Got: 845a
Checksum failed. Expected: 2848, Got: 86e9
Checksum failed. Expected: bd37, Got: 8978
Checksum failed. Expected: 0af7, Got: 8c08
Checksum failed. Expected: 0947, Got: 8e97
Checksum failed. Expected: a478, Got: 9126
Checksum failed. Expected: 9865, Got: 93b6
Checksum failed. Expected: 079c, Got: 9645
Checksum failed. Expected: 7e2a, Got: 98d4
Checksum failed. Expected: a880, Got: 9b64
Checksum failed. Expected: 242f, Got: 9df3
Checksum failed. Expected: 1407, Got: a083
Checksum failed. Expected: 92cc, Got: a312
Checksum failed. Expected: b29d, Got: a5a1
Checksum failed. Expected: d285, Got: a831
Checksum failed. Expected: 2145, Got: aac0
Checksum failed. Expected: 1a80, Got: ad4f
Checksum failed. Expected: 87a0, Got: afdf
Checksum failed. Expected: fb0e, Got: b26e
Checksum failed. Expected: ffab, Got: b4fd
Checksum failed. Expected: f9f1, Got: b78d
Checksum failed. Expected: ba97, Got: ba1c
Checksum failed. Expected: 1a28, Got: bcac
Checksum failed. Expected: e769, Got: bf3b
Checksum failed. Expected: e4b9, Got: c1ca
Checksum failed. Expected: fa33, Got: c45a
Checksum failed. Expected: 1f25, Got: c6e9
Checksum failed. Expected: 1755, Got: c978
Checksum failed. Expected: b9bc, Got: cc08
Checksum failed. Expected: ed53, Got: ce97
Checksum failed. Expected: 8fd1, Got: d126
Checksum failed. Expected: ef62, Got: d3b6
Checksum failed. Expected: e887, Got: d645
Checksum failed. Expected: 9cb4, Got: d8d4
Checksum failed. Expected: 22fe, Got: db64
Checksum failed. Expected: 986b, Got: ddf3
Checksum failed. Expected: 8b64, Got: e083
Checksum failed. Expected: 01d1, Got: e312
Checksum failed. Expected: b92a, Got: e5a1
Checksum failed. Expected: d5e6, Got: e831
Checksum failed. Expected: 1c4e, Got: eac0
Checksum failed. Expected: 971f, Got: ed4f
Checksum failed. Expected: ef58, Got: efdf
Checksum failed. Expected: 7ffa, Got: f26e
Checksum failed. Expected: 7713, Got: f4fd
Checksum failed. Expected: fc52, Got: f78d
Checksum failed. Expected: 8164, Got: fa1c
Checksum failed. Expected: 1852, Got: fcac
Checksum failed. Expected: a3bd, Got: ff3b
Checksum failed. Expected: 4f88, Got: 01ca
Checksum failed. Expected: a289, Got: 045a
Checksum failed. Expected: 4b27, Got: 06e9
Checksum failed. Expected: f929, Got: 0978
Checksum failed. Expected: 5162, Got: 0c08
Checksum failed. Expected: 1d81, Got: 0e97
Checksum failed. Expected: 9426, Got: 1126
Checksum failed. Expected: 0dca, Got: 13b6
Checksum failed. Expected: 45a4, Got: 1645
Checksum failed. Expected: ae98, Got: 18d4
Checksum failed. Expected: f959, Got: 1b64
Checksum failed. Expected: de8b, Got: 1df3
Checksum failed. Expected: 33ba, Got: 2083
Checksum failed. Expected: 5696, Got: 2312
Checksum failed. Expected: 581d, Got: 25a1
Checksum failed. Expected: 8594, Got: 2831
Checksum failed. Expected: 22ae, Got: 2ac0
Checksum failed. Expected: f331, Got: 2d4f
Checksum failed. Expected: 85e8, Got: 2fdf
Checksum failed. Expected: 4063, Got: 326e
Checksum failed. Expected: fad2, Got: 34fd
Checksum failed. Expected: 4167, Got: 378d
Checksum failed. Expected: ffec, Got: 3a1c
Checksum failed. Expected: e21e, Got: 3cac
Checksum failed. Expected: 9faf, Got: 3f3b
Checksum failed. Expected: 5f60, Got: 41ca
Checksum failed. Expected: 6b6c, Got: 445a
Checksum failed. Expected: d234, Got: 46e9
Checksum failed. Expected: 4d05, Got: 4978
Checksum failed. Expected: 720d, Got: 4c08
Checksum failed. Expected: 64ce, Got: 4e97
Checksum failed. Expected: 634b, Got: 5126
Checksum failed. Expected: 1136, Got: 53b6
Checksum failed. Expected: 11a8, Got: 5645

Exiting...
